,year,date_conducted,date_published,pollster,geography,mode,sample_size,population_surveyed,sponsor,cc_poll_share,dgm_poll_share,pdal_poll_share,ssp_poll_share,undecided_poll_share
2055,1992,1992-04-17,1992-04-18,Dataland Daily,National,Online,200,Adults,,0.175,0.19,0.31,0.06,0.265
2056,1992,1992-04-18,1992-04-19,Progressive Polling,Infoglen,Live caller,1000,Adults,PDAL,0.253,0.213,0.415,0.0,0.119
2057,1992,1992-04-18,1992-04-20,Progressive Polling,Cortexia,Live caller,1000,Adults,,0.124,0.179,0.401,0.164,0.132
2058,1992,1992-04-19,1992-04-20,Progressive Polling,Cortexia,Live caller,1000,Adults,PDAL,0.116,0.151,0.405,0.2,0.128
2059,1992,1992-04-19,1992-04-20,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.336,0.225,0.281,0.0,0.157
2060,1992,1992-04-18,1992-04-20,Dataland Daily,National,Online,200,Adults,,0.215,0.23,0.325,0.05,0.18
2061,1992,1992-04-19,1992-04-20,Dataland Daily,National,Online,200,Adults,,0.14,0.23,0.4,0.065,0.165
2062,1992,1992-04-20,1992-04-21,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.096,0.095,0.669,0.0,0.141
2063,1992,1992-04-19,1992-04-21,Metaflux University,Byteforge Domain,IVR,1500,Adults,,0.41,0.073,0.335,0.0,0.183
2064,1992,1992-04-20,1992-04-21,Dataland Daily,National,Online,200,Adults,,0.155,0.28,0.345,0.03,0.19
2065,1992,1992-04-21,1992-04-22,Dataland Daily,National,Online,200,Adults,,0.215,0.285,0.265,0.045,0.19
2066,1992,1992-04-21,1992-04-22,Big Dataland Surveys,National,Online,10000,RV,,0.182,0.276,0.357,0.049,0.136
2067,1992,1992-04-21,1992-04-22,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.174,0.196,0.311,0.225,0.094
2068,1992,1992-04-22,1992-04-23,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.344,0.249,0.276,0.0,0.132
2069,1992,1992-04-21,1992-04-23,Metaflux University,Quantumridge,IVR,1500,Adults,,0.215,0.251,0.401,0.0,0.133
2070,1992,1992-04-23,1992-04-24,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,,0.43,0.089,0.376,0.0,0.105
2071,1992,1992-04-22,1992-04-24,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.222,0.364,0.304,0.0,0.11
2072,1992,1992-04-22,1992-04-24,Dataland Daily,National,Online,200,Adults,,0.16,0.38,0.295,0.03,0.135
2073,1992,1992-04-23,1992-04-24,Dataland Daily,National,Online,200,Adults,,0.225,0.235,0.365,0.05,0.125
2074,1992,1992-04-24,1992-04-25,Dataland Daily,National,Online,200,Adults,,0.155,0.24,0.405,0.03,0.17
2075,1992,1992-04-24,1992-04-25,Big Dataland Surveys,National,Online,10000,RV,,0.196,0.24,0.393,0.049,0.122
2076,1992,1992-04-25,1992-04-26,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.334,0.23,0.292,0.0,0.143
2077,1992,1992-04-26,1992-04-27,Proudly Paid For Polling,Infoglen,Online,1000,RV,DGM,0.243,0.411,0.274,0.0,0.072
2078,1992,1992-04-25,1992-04-27,Dataland Daily,National,Online,200,Adults,,0.16,0.315,0.32,0.03,0.175
2079,1992,1992-04-26,1992-04-27,Dataland Daily,National,Online,200,Adults,,0.17,0.34,0.295,0.045,0.15
2080,1992,1992-04-27,1992-04-28,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,RV,,0.373,0.089,0.416,0.0,0.121
2081,1992,1992-04-27,1992-04-28,Dataland Daily,National,Online,200,Adults,,0.19,0.24,0.37,0.025,0.175
2082,1992,1992-04-26,1992-04-28,Dataland Register-Gazette,Voltagea,Live caller,1500,RV,,0.121,0.311,0.46,0.0,0.108
2083,1992,1992-04-27,1992-04-29,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,,0.173,0.309,0.429,0.0,0.089
2084,1992,1992-04-27,1992-04-29,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.137,0.316,0.399,0.0,0.148
2085,1992,1992-04-27,1992-04-29,Progressive Polling,Infoglen,Live caller,1000,Adults,,0.262,0.34,0.304,0.0,0.094
2086,1992,1992-04-28,1992-04-29,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.375,0.215,0.289,0.0,0.121
2087,1992,1992-04-28,1992-04-29,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.198,0.196,0.303,0.203,0.101
2088,1992,1992-04-28,1992-04-30,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.2,0.284,0.41,0.0,0.106
2089,1992,1992-04-28,1992-04-30,Dataland Daily,National,Online,200,Adults,,0.15,0.215,0.36,0.065,0.21
2090,1992,1992-04-29,1992-05-01,Proudly Paid For Polling,Binaryshire,Online,1000,RV,DGM,0.774,0.022,0.111,0.0,0.093
2091,1992,1992-04-29,1992-05-01,Progressive Polling,Cerebrica,Live caller,1000,Adults,PDAL,0.205,0.273,0.353,0.073,0.096
2092,1992,1992-04-29,1992-05-01,Progressive Polling,Electropolis,Live caller,1000,Adults,PDAL,0.216,0.354,0.343,0.0,0.087
2093,1992,1992-04-30,1992-05-01,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.481,0.2,0.223,0.0,0.096
2094,1992,1992-04-29,1992-05-01,Dataland Daily,National,Online,200,Adults,,0.105,0.26,0.33,0.07,0.235
2095,1992,1992-05-01,1992-05-02,Synapse Strategies,Cortexia,Online,1000,RV,SSP,0.139,0.161,0.324,0.253,0.123
2096,1992,1992-04-30,1992-05-02,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.383,0.299,0.181,0.0,0.137
2097,1992,1992-04-30,1992-05-02,Dataland Daily,National,Online,200,Adults,,0.21,0.28,0.27,0.03,0.21
2098,1992,1992-05-01,1992-05-02,Dataland Daily,National,Online,200,Adults,,0.215,0.25,0.33,0.04,0.165
2099,1992,1992-04-30,1992-05-02,Big Dataland Surveys,Synapse Territories,Online,10000,RV,,0.187,0.189,0.297,0.204,0.124
2100,1992,1992-05-01,1992-05-03,Dataland Register-Gazette,Cortexia,Live caller,1500,RV,,0.175,0.19,0.333,0.199,0.103
2101,1992,1992-05-01,1992-05-03,Progressive Polling,Electropolis,Live caller,1000,Adults,,0.213,0.353,0.325,0.0,0.109
2102,1992,1992-05-01,1992-05-03,Metaflux University,Infoglen,IVR,1500,RV,,0.292,0.237,0.315,0.0,0.156
2103,1992,1992-05-02,1992-05-03,Dataland Daily,National,Online,200,Adults,,0.145,0.265,0.345,0.04,0.205
2104,1992,1992-05-01,1992-05-03,Dataland Register-Gazette,Synapse Territories,Live caller,1500,RV,,0.18,0.213,0.321,0.187,0.099
2105,1992,1992-05-03,1992-05-04,Dataland Register-Gazette,Circuiton,Live caller,1500,RV,,0.077,0.425,0.404,0.0,0.095
2106,1992,1992-05-03,1992-05-04,Proudly Paid For Polling,Infoglen,Online,1000,RV,DGM,0.315,0.332,0.255,0.0,0.098
2107,1992,1992-05-03,1992-05-04,Dataland Daily,National,Online,200,Adults,,0.19,0.225,0.395,0.02,0.17
2108,1992,1992-05-03,1992-05-05,Proudly Paid For Polling,Binaryshire,Online,1000,RV,DGM,0.761,0.03,0.108,0.0,0.101
2109,1992,1992-05-04,1992-05-05,Proudly Paid For Polling,Synapse Territories,Online,1000,RV,PDAL,0.145,0.219,0.366,0.181,0.089
2110,1992,1992-05-05,1992-05-06,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.153,0.167,0.338,0.268,0.074
2111,1992,1992-05-04,1992-05-06,Proudly Paid For Polling,Electropolis,Online,1000,RV,DGM,0.223,0.43,0.238,0.0,0.109
2112,1992,1992-05-04,1992-05-06,Dataland Daily,National,Online,200,Adults,,0.215,0.23,0.38,0.05,0.125
2113,1992,1992-05-05,1992-05-06,Dataland Daily,National,Online,200,Adults,,0.185,0.25,0.385,0.035,0.145
2114,1992,1992-05-05,1992-05-06,No Province Left Behind,Neuronia,IVR,500,LV,,0.046,0.168,0.108,0.59,0.088
2115,1992,1992-05-05,1992-05-06,Metaflux University,Quantumridge,IVR,1500,RV,,0.207,0.207,0.447,0.0,0.139
2116,1992,1992-05-05,1992-05-06,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.175,0.187,0.331,0.204,0.102
2117,1992,1992-05-05,1992-05-07,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.164,0.28,0.458,0.0,0.097
2118,1992,1992-05-06,1992-05-07,Dataland Register-Gazette,Infoglen,Live caller,1500,RV,,0.291,0.278,0.329,0.0,0.101
2119,1992,1992-05-05,1992-05-07,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.349,0.226,0.336,0.0,0.089
2120,1992,1992-05-07,1992-05-08,Synapse Strategies,Cerebrica,Online,1000,LV,,0.211,0.294,0.323,0.074,0.098
2121,1992,1992-05-06,1992-05-08,Dataland Daily,National,Online,200,Adults,,0.155,0.245,0.385,0.04,0.175
2122,1992,1992-05-07,1992-05-09,Metaflux University,Binaryshire,IVR,1500,RV,,0.771,0.018,0.108,0.0,0.103
2123,1992,1992-05-08,1992-05-09,Cobolite Coalition Calling,Cortexia,IVR,2000,RV,CC,0.198,0.15,0.33,0.177,0.146
2124,1992,1992-05-07,1992-05-09,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.339,0.261,0.295,0.0,0.105
2125,1992,1992-05-07,1992-05-09,Dataland Daily,National,Online,200,Adults,,0.165,0.25,0.395,0.05,0.14
2126,1992,1992-05-08,1992-05-09,Dataland Daily,National,Online,200,Adults,,0.185,0.215,0.405,0.025,0.17
2127,1992,1992-05-08,1992-05-09,No Province Left Behind,Neuronia,IVR,500,LV,,0.08,0.14,0.152,0.518,0.11
2128,1992,1992-05-09,1992-05-10,Proudly Paid For Polling,Circuiton,Online,1000,LV,CC,0.091,0.399,0.424,0.0,0.086
2129,1992,1992-05-09,1992-05-10,Dataland Register-Gazette,Electropolis,Live caller,1500,RV,,0.236,0.298,0.373,0.0,0.093
2130,1992,1992-05-09,1992-05-10,Dataland Daily,National,Online,200,Adults,,0.15,0.29,0.38,0.035,0.145
2131,1992,1992-05-08,1992-05-10,Metaflux University,Quantumridge,IVR,1500,RV,,0.199,0.225,0.461,0.0,0.115
2132,1992,1992-05-10,1992-05-11,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,RV,,0.319,0.237,0.347,0.0,0.097
2133,1992,1992-05-10,1992-05-11,Dataland Daily,National,Online,200,Adults,,0.24,0.225,0.355,0.03,0.15
2134,1992,1992-05-09,1992-05-11,No Province Left Behind,Quantumridge,IVR,500,LV,,0.194,0.238,0.472,0.0,0.096
2135,1992,1992-05-10,1992-05-11,Proudly Paid For Polling,Quantumridge,Online,1000,LV,PDAL,0.15,0.235,0.529,0.0,0.086
2136,1992,1992-05-11,1992-05-12,Proudly Paid For Polling,Binaryshire,Online,1000,LV,DGM,0.742,0.02,0.13,0.0,0.108
2137,1992,1992-05-10,1992-05-12,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,RV,,0.139,0.288,0.463,0.0,0.109
2138,1992,1992-05-11,1992-05-12,Cobolite Coalition Calling,Metaflux Realm,IVR,2000,RV,,0.419,0.256,0.234,0.0,0.091
2139,1992,1992-05-11,1992-05-13,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,CC,0.206,0.294,0.39,0.0,0.11
2140,1992,1992-05-12,1992-05-13,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,,0.336,0.366,0.222,0.0,0.076
2141,1992,1992-05-12,1992-05-13,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,DGM,0.343,0.306,0.249,0.0,0.102
2142,1992,1992-05-11,1992-05-13,Dataland Daily,National,Online,200,Adults,,0.17,0.305,0.34,0.025,0.16
2143,1992,1992-05-12,1992-05-13,Dataland Daily,National,Online,200,Adults,,0.095,0.305,0.375,0.05,0.175
2144,1992,1992-05-13,1992-05-14,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.393,0.104,0.385,0.0,0.118
2145,1992,1992-05-13,1992-05-14,Synapse Strategies,Cerebrica,Online,1000,LV,SSP,0.225,0.31,0.303,0.07,0.092
2146,1992,1992-05-12,1992-05-14,Conference Board of Dataland,Circuit Confederation,Live caller,3000,LV,,0.148,0.309,0.445,0.0,0.099
2147,1992,1992-05-12,1992-05-14,Conference Board of Dataland,Metaflux Realm,Live caller,3000,LV,,0.336,0.271,0.311,0.0,0.082
2148,1992,1992-05-12,1992-05-14,Conference Board of Dataland,Synapse Territories,Live caller,3000,LV,,0.158,0.226,0.321,0.204,0.09
2149,1992,1992-05-13,1992-05-15,Dataland Daily,National,Online,200,Adults,,0.155,0.235,0.41,0.015,0.185
2150,1992,1992-05-14,1992-05-16,Metaflux University,Binaryshire,IVR,1500,RV,,0.782,0.023,0.087,0.0,0.108
2151,1992,1992-05-14,1992-05-16,Dataland Daily,National,Online,200,Adults,,0.165,0.295,0.31,0.05,0.18
2152,1992,1992-05-15,1992-05-16,Dataland Daily,National,Online,200,Adults,,0.17,0.305,0.305,0.07,0.15
2153,1992,1992-05-15,1992-05-17,Cobolite Coalition Calling,Binaryshire,IVR,2000,RV,CC,0.784,0.013,0.084,0.0,0.119
2154,1992,1992-05-16,1992-05-17,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.291,0.33,0.293,0.0,0.085
2155,1992,1992-05-16,1992-05-18,No Province Left Behind,Amperville,IVR,500,LV,,0.042,0.156,0.73,0.0,0.072
2156,1992,1992-05-17,1992-05-18,Proudly Paid For Polling,Cerebrica,Online,1000,LV,DGM,0.248,0.363,0.264,0.066,0.059
2157,1992,1992-05-16,1992-05-18,Dataland Register-Gazette,Circuit Confederation,Live caller,1500,LV,,0.147,0.33,0.449,0.0,0.075
2158,1992,1992-05-16,1992-05-18,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.216,0.356,0.311,0.0,0.117
2159,1992,1992-05-17,1992-05-18,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.258,0.307,0.351,0.0,0.084
2160,1992,1992-05-16,1992-05-18,Dataland Daily,National,Online,200,Adults,,0.165,0.21,0.44,0.06,0.125
2161,1992,1992-05-17,1992-05-19,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,,0.154,0.313,0.419,0.0,0.114
2162,1992,1992-05-18,1992-05-19,Proudly Paid For Polling,Circuit Confederation,Online,1000,LV,DGM,0.128,0.435,0.367,0.0,0.07
2163,1992,1992-05-18,1992-05-19,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.059,0.457,0.399,0.0,0.085
2164,1992,1992-05-17,1992-05-19,Dataland Daily,National,Online,200,Adults,,0.225,0.305,0.26,0.055,0.155
2165,1992,1992-05-18,1992-05-20,Progressive Polling,Byteforge Domain,Live caller,1000,Adults,PDAL,0.282,0.095,0.554,0.0,0.069
2166,1992,1992-05-19,1992-05-20,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,,0.395,0.097,0.417,0.0,0.091
2167,1992,1992-05-18,1992-05-20,Proudly Paid For Polling,Infoglen,Online,1000,LV,DGM,0.258,0.402,0.248,0.0,0.092
2168,1992,1992-05-18,1992-05-20,Dataland Daily,National,Online,200,Adults,,0.15,0.275,0.355,0.05,0.17
2169,1992,1992-05-19,1992-05-21,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.24,0.288,0.337,0.065,0.07
2170,1992,1992-05-20,1992-05-21,Big Dataland Surveys,Circuit Confederation,Online,10000,RV,,0.134,0.346,0.42,0.0,0.1
2171,1992,1992-05-19,1992-05-21,Dataland Daily,National,Online,200,Adults,,0.19,0.235,0.36,0.045,0.17
2172,1992,1992-05-20,1992-05-21,Dataland Daily,National,Online,200,Adults,,0.155,0.35,0.31,0.04,0.145
2173,1992,1992-05-21,1992-05-22,Dataland Daily,National,Online,200,Adults,,0.11,0.34,0.365,0.04,0.145
2174,1992,1992-05-22,1992-05-23,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.07,0.451,0.399,0.0,0.081
2175,1992,1992-05-21,1992-05-23,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,,0.252,0.344,0.319,0.0,0.085
2176,1992,1992-05-21,1992-05-23,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.29,0.361,0.294,0.0,0.055
2177,1992,1992-05-22,1992-05-24,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.055,0.207,0.679,0.0,0.059
2178,1992,1992-05-22,1992-05-24,Cobolite Coalition Calling,Electropolis,IVR,2000,RV,CC,0.382,0.278,0.251,0.0,0.088
2179,1992,1992-05-23,1992-05-24,Metaflux University,Infinitron Peninsula,IVR,1500,RV,,0.383,0.33,0.189,0.0,0.098
2180,1992,1992-05-22,1992-05-24,Dataland Daily,National,Online,200,Adults,,0.185,0.27,0.33,0.055,0.16
2181,1992,1992-05-23,1992-05-24,Dataland Daily,National,Online,200,Adults,,0.18,0.32,0.3,0.035,0.165
2182,1992,1992-05-23,1992-05-24,Proudly Paid For Polling,National,Online,1000,LV,CC,0.26,0.277,0.311,0.061,0.091
2183,1992,1992-05-23,1992-05-25,Proudly Paid For Polling,Amperville,Online,1000,LV,DGM,0.04,0.208,0.661,0.0,0.091
2184,1992,1992-05-23,1992-05-25,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.067,0.445,0.416,0.0,0.071
2185,1992,1992-05-24,1992-05-25,Dataland Daily,National,Online,200,Adults,,0.195,0.35,0.24,0.045,0.17
2186,1992,1992-05-24,1992-05-25,Big Dataland Surveys,National,Online,10000,RV,,0.21,0.296,0.352,0.05,0.092
2187,1992,1992-05-23,1992-05-25,Proudly Paid For Polling,Quantumridge,Online,1000,LV,PDAL,0.192,0.218,0.529,0.0,0.061
2188,1992,1992-05-25,1992-05-26,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.064,0.163,0.722,0.0,0.051
2189,1992,1992-05-25,1992-05-26,Dataland Register-Gazette,Byteforge Domain,Live caller,1500,LV,,0.401,0.084,0.453,0.0,0.063
2190,1992,1992-05-24,1992-05-26,Big Dataland Surveys,Metaflux Realm,Online,10000,RV,,0.294,0.294,0.327,0.0,0.086
2191,1992,1992-05-26,1992-05-27,Proudly Paid For Polling,Amperville,Online,1000,LV,PDAL,0.036,0.126,0.789,0.0,0.049
2192,1992,1992-05-25,1992-05-27,Progressive Polling,Byteforge Domain,Live caller,1000,LV,PDAL,0.39,0.089,0.464,0.0,0.057
2193,1992,1992-05-25,1992-05-27,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.211,0.361,0.358,0.0,0.071
2194,1992,1992-05-26,1992-05-27,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.231,0.378,0.316,0.0,0.075
2195,1992,1992-05-26,1992-05-27,Proudly Paid For Polling,Electropolis,Online,1000,LV,DGM,0.178,0.494,0.284,0.0,0.044
2196,1992,1992-05-26,1992-05-27,No Province Left Behind,Infinitron Peninsula,IVR,500,LV,,0.398,0.34,0.194,0.0,0.068
2197,1992,1992-05-26,1992-05-27,Metaflux University,Infoglen,IVR,1500,RV,,0.305,0.351,0.251,0.0,0.093
2198,1992,1992-05-25,1992-05-27,Dataland Daily,National,Online,200,Adults,,0.1,0.27,0.38,0.02,0.23
2199,1992,1992-05-25,1992-05-27,No Province Left Behind,Neuronia,IVR,500,LV,,0.03,0.166,0.104,0.66,0.04
2200,1992,1992-05-27,1992-05-28,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.216,0.314,0.35,0.064,0.056
2201,1992,1992-05-26,1992-05-28,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.323,0.278,0.313,0.0,0.086
2202,1992,1992-05-26,1992-05-28,Dataland Daily,National,Online,200,Adults,,0.13,0.28,0.39,0.02,0.18
2203,1992,1992-05-26,1992-05-28,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,CC,0.096,0.22,0.164,0.438,0.083
2204,1992,1992-05-28,1992-05-29,Cobolite Coalition Calling,Byteforge Domain,IVR,2000,RV,CC,0.533,0.098,0.302,0.0,0.068
2205,1992,1992-05-28,1992-05-29,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.21,0.429,0.319,0.0,0.043
2206,1992,1992-05-27,1992-05-29,Dataland Daily,National,Online,200,Adults,,0.185,0.335,0.36,0.02,0.1
2207,1992,1992-05-28,1992-05-30,Dataland Register-Gazette,Cerebrica,Live caller,1500,LV,,0.205,0.345,0.321,0.075,0.054
2208,1992,1992-05-28,1992-05-30,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,DGM,0.27,0.356,0.333,0.0,0.041
2209,1992,1992-05-29,1992-05-30,Proudly Paid For Polling,Metaflux Realm,Online,1000,LV,PDAL,0.336,0.274,0.337,0.0,0.053
2210,1992,1992-05-28,1992-05-30,Dataland Daily,National,Online,200,Adults,,0.135,0.265,0.375,0.055,0.17
2211,1992,1992-05-29,1992-05-30,Cobolite Coalition Calling,Neuronia,IVR,2000,RV,,0.062,0.11,0.127,0.631,0.069
2212,1992,1992-05-28,1992-05-30,Proudly Paid For Polling,Quantumridge,Online,1000,LV,DGM,0.172,0.366,0.384,0.0,0.078
2213,1992,1992-05-29,1992-05-31,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.091,0.465,0.407,0.0,0.037
2214,1992,1992-05-29,1992-05-31,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.194,0.357,0.368,0.0,0.081
2215,1992,1992-05-30,1992-05-31,Dataland Register-Gazette,Infoglen,Live caller,1500,LV,,0.295,0.361,0.307,0.0,0.037
2216,1992,1992-05-30,1992-05-31,Proudly Paid For Polling,Infoglen,Online,1000,LV,CC,0.314,0.354,0.287,0.0,0.045
2217,1992,1992-05-29,1992-05-31,Dataland Register-Gazette,Metaflux Realm,Live caller,1500,LV,,0.313,0.278,0.349,0.0,0.06
2218,1992,1992-05-29,1992-05-31,Dataland Daily,National,Online,200,Adults,,0.17,0.36,0.28,0.045,0.145
2219,1992,1992-05-30,1992-05-31,Proudly Paid For Polling,Voltagea,Online,1000,LV,CC,0.118,0.399,0.441,0.0,0.042
2220,1992,1992-05-31,1992-06-01,Progressive Polling,Cerebrica,Live caller,1000,LV,,0.244,0.298,0.333,0.081,0.044
2221,1992,1992-05-30,1992-06-01,Metaflux University,Infoglen,IVR,1500,RV,,0.291,0.359,0.264,0.0,0.086
2222,1992,1992-05-30,1992-06-01,Dataland Daily,National,Online,200,Adults,,0.15,0.305,0.38,0.025,0.14
2223,1992,1992-05-31,1992-06-01,Synapse Strategies,Neuronia,Online,1000,LV,SSP,0.035,0.177,0.126,0.615,0.047
2224,1992,1992-05-31,1992-06-01,Metaflux University,Quantumridge,IVR,1500,RV,,0.213,0.279,0.415,0.0,0.093
2225,1992,1992-06-01,1992-06-02,Cobolite Coalition Calling,Amperville,IVR,2000,RV,CC,0.075,0.144,0.699,0.0,0.082
2226,1992,1992-05-31,1992-06-02,Proudly Paid For Polling,Binaryshire,Online,1000,LV,PDAL,0.764,0.031,0.152,0.0,0.053
2227,1992,1992-06-01,1992-06-02,Synapse Strategies,Cerebrica,Online,1000,LV,,0.232,0.331,0.31,0.056,0.071
2228,1992,1992-05-31,1992-06-02,Proudly Paid For Polling,Electropolis,Online,1000,LV,CC,0.254,0.375,0.294,0.0,0.077
2229,1992,1992-05-31,1992-06-02,Dataland Daily,National,Online,200,Adults,,0.145,0.215,0.47,0.05,0.12
2230,1992,1992-06-01,1992-06-03,Dataland Daily,National,Online,200,Adults,,0.115,0.34,0.35,0.045,0.15
2231,1992,1992-06-02,1992-06-03,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.168,0.241,0.34,0.222,0.029
2232,1992,1992-06-03,1992-06-04,Synapse Strategies,Cortexia,Online,1000,LV,SSP,0.164,0.187,0.333,0.271,0.045
2233,1992,1992-06-02,1992-06-04,Dataland Daily,National,Online,200,Adults,,0.14,0.4,0.315,0.035,0.11
2234,1992,1992-06-03,1992-06-05,Metaflux University,Metaflux Realm,IVR,1500,RV,,0.349,0.291,0.286,0.0,0.073
2235,1992,1992-06-03,1992-06-05,Dataland Daily,National,Online,200,Adults,,0.175,0.245,0.43,0.035,0.115
2236,1992,1992-06-03,1992-06-05,Proudly Paid For Polling,National,Online,1000,LV,DGM,0.189,0.397,0.323,0.052,0.039
2237,1992,1992-06-04,1992-06-05,Dataland Daily,National,Online,200,Adults,,0.13,0.315,0.375,0.07,0.11
2238,1992,1992-06-05,1992-06-06,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.063,0.166,0.727,0.0,0.044
2239,1992,1992-06-04,1992-06-06,Metaflux University,Byteforge Domain,IVR,1500,RV,,0.359,0.118,0.459,0.0,0.063
2240,1992,1992-06-04,1992-06-06,Cobolite Coalition Calling,Circuiton,IVR,2000,RV,,0.094,0.408,0.436,0.0,0.062
2241,1992,1992-06-04,1992-06-06,Dataland Register-Gazette,Electropolis,Live caller,1500,LV,,0.209,0.407,0.343,0.0,0.041
2242,1992,1992-06-05,1992-06-07,Electropolis Elects,Electropolis,Live caller,1000,LV,,0.242,0.389,0.318,0.0,0.051
2243,1992,1992-06-06,1992-06-07,Proudly Paid For Polling,Infoglen,Online,1000,LV,PDAL,0.256,0.355,0.349,0.0,0.04
2244,1992,1992-06-05,1992-06-07,Dataland Daily,National,Online,200,Adults,,0.22,0.315,0.3,0.035,0.13
2245,1992,1992-06-05,1992-06-07,Dataland Register-Gazette,National,Live caller,1500,LV,,0.212,0.281,0.397,0.065,0.045
2246,1992,1992-06-06,1992-06-07,Dataland Daily,National,Online,200,Adults,,0.175,0.28,0.37,0.08,0.095
2247,1992,1992-06-05,1992-06-07,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.038,0.189,0.131,0.579,0.063
2248,1992,1992-06-06,1992-06-08,Cobolite Coalition Calling,Circuit Confederation,IVR,2000,RV,CC,0.142,0.376,0.406,0.0,0.077
2249,1992,1992-06-07,1992-06-08,Proudly Paid For Polling,Electropolis,Online,1000,LV,PDAL,0.239,0.378,0.36,0.0,0.023
2250,1992,1992-06-07,1992-06-08,Dataland Daily,National,Online,200,Adults,,0.14,0.29,0.38,0.035,0.155
2251,1992,1992-06-06,1992-06-08,Dataland Register-Gazette,Synapse Territories,Live caller,1500,LV,,0.183,0.219,0.313,0.254,0.031
2252,1992,1992-06-08,1992-06-09,Proudly Paid For Polling,Binaryshire,Online,1000,LV,CC,0.871,0.011,0.08,0.0,0.038
2253,1992,1992-06-08,1992-06-09,Dataland Register-Gazette,Circuiton,Live caller,1500,LV,,0.072,0.481,0.413,0.0,0.035
2254,1992,1992-06-08,1992-06-09,Dataland Daily,National,Online,200,Adults,,0.155,0.29,0.31,0.095,0.15
2255,1992,1992-06-08,1992-06-09,Proudly Paid For Polling,Neuronia,Online,1000,LV,PDAL,0.038,0.164,0.141,0.603,0.054
2256,1992,1992-06-08,1992-06-10,Proudly Paid For Polling,Amperville,Online,1000,LV,CC,0.067,0.188,0.729,0.0,0.016
2257,1992,1992-06-08,1992-06-10,Cobolite Coalition Calling,Infinitron Peninsula,IVR,2000,RV,,0.376,0.402,0.162,0.0,0.062
2258,1992,1992-06-09,1992-06-10,Metaflux University,Infoglen,IVR,1500,RV,,0.309,0.346,0.275,0.0,0.07
2259,1992,1992-06-09,1992-06-10,Dataland Daily,National,Online,200,Adults,,0.18,0.315,0.37,0.04,0.095
2260,1992,1992-06-08,1992-06-10,Dataland Register-Gazette,Voltagea,Live caller,1500,LV,,0.116,0.377,0.468,0.0,0.039
